driver_id,gender,age,education_level,city,joining_date,joining_designation
1610,0,38,1,C7,2019-05-30,2
1611,0,31,1,C4,2018-08-01,1
1612,0,33,0,C27,2018-10-14,2
1613,0,32,0,C26,2020-01-25,2
1614,0,42,1,C27,2018-09-07,2
1616,0,44,1,C14,2017-10-23,5
1617,0,34,2,C3,2020-03-13,1
1618,0,29,1,C1,2020-03-11,2
1619,1,33,0,C16,2020-08-12,2
1621,0,27,2,C25,2018-01-19,1
1622,0,35,0,C20,2020-09-28,2
1623,0,35,2,C5,2015-02-08,1
1624,1,30,1,C13,2018-02-12,3
1625,0,40,2,C29,2020-11-22,3
1626,0,40,2,C1,2020-03-11,4
1627,0,31,1,C1,2019-06-28,2
1628,0,37,0,C27,2020-04-20,3
1629,0,37,0,C12,2014-01-08,2
1630,1,35,1,C28,2019-12-12,2
1631,1,23,2,C6,2018-01-13,1
1632,1,36,1,C3,2020-06-12,2
1633,1,30,0,C29,2019-11-29,2
1634,1,22,1,C21,2020-09-14,1
1635,0,29,0,C20,2018-12-31,1
1636,0,31,2,C12,2020-03-29,3
1637,1,34,2,C1,2020-03-08,3
1638,1,31,1,C2,2019-11-04,3
1639,0,46,1,C8,2018-01-09,1
1640,0,27,1,C28,2019-09-11,3
1642,0,48,2,C29,2018-05-09,2
1643,0,36,1,C25,2018-10-09,1
1644,1,46,1,C9,2014-04-28,2
1645,0,24,0,C3,2019-04-10,1
1646,1,33,2,C1,2020-05-15,3
1647,0,25,2,C3,2018-03-09,1
1650,1,31,0,C23,2020-11-12,2
1651,0,42,0,C18,2018-10-21,1
1652,0,33,1,C3,2020-01-05,3
1653,1,32,0,C19,2020-04-27,1
1655,1,32,1,C11,2015-06-08,1
1657,0,38,0,C10,2015-06-09,1
1658,1,29,2,C22,2019-11-21,1
1659,1,25,1,C22,2019-01-08,2
1661,0,42,1,C20,2016-05-17,1
1662,1,41,0,C1,2015-09-20,1
1663,0,36,2,C5,2019-11-19,2
1664,1,51,1,C27,2016-01-28,1
1665,0,34,1,C12,2020-04-26,2
1666,0,34,1,C21,2020-07-31,2
1667,0,42,1,C29,2019-02-04,3
1668,1,32,0,C15,2019-09-08,2
1669,0,21,0,C25,2019-08-09,1
1670,1,33,1,C1,2018-07-03,1
1671,1,29,0,C9,2019-02-12,3
1672,1,36,1,C14,2017-06-01,4
1673,1,51,2,C14,2018-06-23,1
1674,1,34,2,C1,2019-10-18,1
1675,1,40,2,C14,2018-07-13,1
1676,1,35,2,C27,2020-02-08,2
1677,1,33,2,C10,2018-03-01,2
1678,0,32,0,C16,2017-11-29,2
1679,0,34,2,C12,2018-07-27,1
1680,1,31,1,C9,2020-04-01,2
1681,0,29,2,C18,2018-08-20,1
1682,0,23,2,C24,2020-05-29,2
1683,1,39,0,C9,2020-01-05,3
1685,1,33,1,C25,2018-04-08,1
1686,0,34,0,C15,2020-09-06,1
1687,0,33,2,C3,2020-09-02,1
1688,0,28,2,C28,2019-08-22,2
1689,1,36,2,C3,2019-06-22,3
1690,0,34,1,C28,2013-09-10,2
1692,0,34,2,C3,2019-02-08,3
1693,1,33,1,C21,2020-09-01,2
1694,0,28,1,C15,2016-04-22,1
1695,0,34,2,C2,2020-03-17,3
1696,1,43,2,C8,2020-08-29,2
1697,1,26,0,C14,2020-03-02,1
1699,1,30,0,C21,2020-03-07,1
1701,1,32,0,C9,2019-12-19,1
1702,0,38,0,C3,2019-11-01,2
1703,1,27,0,C2,2019-07-28,1
1704,1,29,1,C18,2018-03-21,1
1706,1,30,2,C16,2020-09-05,3
1707,1,34,0,C6,2020-11-09,1
1708,0,25,0,C19,2020-12-15,2
1709,0,33,0,C17,2019-04-08,1
1710,1,43,1,C7,2020-02-10,3
1712,0,27,1,C18,2020-04-09,3
1714,0,26,1,C26,2016-01-28,1
1715,0,29,0,C23,2019-12-01,2
1716,1,32,0,C7,2016-05-17,1
1717,0,24,2,C2,2020-05-22,1
1718,1,34,0,C26,2013-02-10,2
1719,1,45,0,C3,2018-01-10,1
1720,0,33,0,C29,2019-10-12,3
1721,1,36,0,C5,2018-12-09,2
1722,0,40,2,C27,2015-07-30,1
1723,0,29,1,C1,2020-10-30,1
1724,0,39,1,C1,2020-12-09,2
1725,0,25,0,C2,2020-09-28,2
1726,0,29,1,C8,2019-06-06,1
1727,0,34,0,C1,2018-06-18,1
1728,0,40,2,C24,2020-10-18,2
1729,1,38,0,C11,2014-10-31,1
1730,0,42,0,C9,2018-05-26,1
1731,1,29,0,C28,2013-09-27,1
1732,1,39,1,C10,2018-09-06,1
1733,0,41,2,C8,2016-04-25,1
1734,0,25,2,C19,2018-01-13,1
1735,0,30,1,C21,2020-07-14,3
1736,0,32,1,C27,2018-12-21,1
1737,0,29,1,C10,2020-11-04,1
1738,0,27,1,C26,2016-04-17,1
1739,0,30,1,C7,2020-05-22,2
1740,1,27,2,C22,2020-05-12,1
1741,0,39,1,C12,2020-05-29,3
1742,1,32,2,C27,2020-05-17,3
1743,0,37,0,C18,2018-11-08,2
1744,0,23,0,C22,2018-08-31,1
1745,0,29,2,C18,2014-12-19,2
1746,1,49,2,C12,2018-09-24,1
1749,1,32,2,C1,2016-08-08,1
1751,0,30,2,C5,2019-08-30,2
1752,1,34,1,C15,2020-04-17,3
1753,0,39,0,C13,2015-07-19,1
1754,1,25,2,C10,2019-09-01,1
1755,0,29,1,C2,2019-12-11,2
1756,1,40,1,C13,2017-11-13,2
1757,1,34,1,C3,2020-11-03,1
1758,0,40,2,C27,2019-12-30,3
1759,0,31,2,C28,2018-08-18,1
1760,0,30,1,C4,2018-02-12,1
1761,0,39,2,C20,2016-02-18,5
1763,1,22,0,C12,2019-11-30,1
1764,0,38,2,C7,2020-03-08,3
1766,0,32,1,C20,2020-10-24,3
1769,0,32,2,C2,2018-08-07,1
1770,1,36,2,C4,2016-02-05,1
1771,1,34,0,C15,2020-01-03,2
1773,1,27,2,C11,2018-05-18,1
1774,0,35,2,C23,2020-06-19,2
1775,1,37,1,C18,2020-10-30,3
1776,0,36,2,C11,2020-07-25,2
1778,0,28,2,C3,2018-06-15,2
1779,0,27,0,C3,2020-04-07,1
1781,0,38,2,C25,2020-06-02,3
1782,1,39,1,C18,2015-12-11,1
1783,0,43,0,C14,2018-07-31,1
1784,1,30,2,C23,2016-11-25,1
1785,0,31,1,C27,2020-07-31,3
1786,0,24,1,C9,2018-09-23,1
1788,1,32,1,C4,2019-05-12,2
1789,0,31,1,C25,2019-04-07,1
1791,0,41,1,C29,2020-11-17,2
1792,0,39,0,C26,2018-07-17,3
1793,1,27,2,C24,2020-05-17,2
1795,0,29,1,C14,2018-01-22,2
1796,0,37,2,C6,2019-08-10,2
1797,0,25,1,C8,2019-12-15,1
1800,0,31,1,C3,2019-08-10,2
1801,1,26,1,C16,2020-05-30,1
1802,0,25,2,C18,2020-06-11,2
1803,0,33,2,C3,2018-09-05,1
1804,0,30,2,C15,2020-04-10,3
1805,0,39,0,C19,2020-05-29,3
1807,0,29,1,C2,2020-09-19,1
1808,0,51,1,C6,2018-09-09,3
1809,0,37,1,C22,2019-06-15,2
1810,0,36,0,C13,2018-05-10,1
1811,0,35,2,C9,2017-06-30,1
1812,1,35,0,C23,2020-12-13,3
1813,0,43,2,C14,2019-12-07,4
1814,1,25,0,C4,2016-01-28,1
1815,0,32,1,C3,2020-09-14,2
1816,1,27,0,C7,2018-10-19,1
1817,1,39,1,C8,2015-07-26,1
1818,0,30,2,C25,2020-05-15,2
1819,0,23,1,C16,2020-08-29,1
1820,1,37,1,C20,2018-10-12,2
1823,0,43,0,C25,2018-05-08,2
1824,0,22,0,C26,2018-09-23,1
1825,0,51,0,C13,2018-05-30,1
1826,0,31,1,C7,2019-01-07,3
1828,0,34,0,C16,2020-06-09,3
1829,1,32,1,C2,2018-02-12,1
1830,0,33,0,C6,2020-01-30,1
1831,0,38,1,C5,2020-07-13,3
1832,0,40,2,C4,2018-05-06,5
1834,0,39,0,C17,2019-06-29,2
1835,0,28,2,C1,2018-07-05,1
1836,1,34,0,C20,2020-05-22,2
1837,0,30,0,C15,2020-06-19,2
1838,1,28,2,C7,2018-09-14,1
1839,0,38,0,C2,2020-10-27,1
1840,1,29,1,C6,2017-11-21,1
1841,0,31,0,C24,2014-02-09,1
1842,1,28,0,C23,2020-06-29,2
1843,0,35,0,C6,2020-11-02,3
1844,1,41,1,C1,2018-12-21,1
1845,0,30,2,C9,2018-05-20,1
1846,1,38,1,C3,2020-06-26,2
1847,1,33,1,C24,2018-12-05,1
1848,0,28,2,C13,2019-04-11,1
1849,0,31,2,C6,2018-01-22,1
1850,1,34,2,C20,2020-05-05,2
1851,1,41,0,C21,2018-11-18,2
1852,0,54,1,C3,2018-06-15,1
1853,0,26,2,C29,2015-09-08,1
1854,0,43,0,C21,2015-07-19,1
1855,0,30,2,C17,2019-02-12,2
1856,1,49,1,C1,2017-02-12,1
1858,1,25,2,C28,2019-06-29,1
1859,0,33,0,C22,2017-12-15,1
1860,0,34,1,C14,2019-01-12,2
1861,0,39,0,C16,2018-07-05,1
1862,1,44,0,C25,2019-01-14,2
1863,0,29,1,C27,2020-09-08,2
1864,1,32,1,C29,2014-11-08,1
1865,0,41,2,C11,2018-11-30,2
1866,0,33,1,C12,2019-10-12,1
1867,1,25,2,C20,2017-05-02,1
1868,1,43,0,C27,2016-03-27,1
1869,1,32,1,C21,2020-04-01,3
1871,0,28,0,C5,2020-07-31,2
1872,1,35,0,C12,2020-03-27,3
1873,1,33,0,C8,2020-02-10,2
1874,0,36,1,C26,2018-09-05,2
1875,1,43,2,C2,2016-01-21,1
1876,0,37,1,C15,2018-02-05,1
1877,1,39,0,C26,2019-04-29,1
1878,1,29,0,C6,2018-10-12,2
1879,0,45,1,C21,2017-01-11,3
1880,1,33,0,C14,2020-11-12,2
1882,0,33,1,C17,2019-11-18,3
1883,1,34,0,C12,2019-12-28,3
1884,0,30,1,C24,2020-05-29,1
1886,0,29,1,C16,2018-07-13,1
1887,0,33,1,C20,2017-07-02,1
1888,1,26,0,C20,2020-04-02,2
1889,1,30,0,C10,2020-01-02,2
1890,1,32,1,C14,2019-07-22,3
1891,1,33,1,C27,2018-06-11,3
1892,0,42,2,C19,2015-07-19,1
1893,0,38,1,C26,2017-01-20,5
1894,1,33,2,C7,2020-09-02,3
1895,0,26,2,C28,2020-06-24,1
1896,1,41,0,C15,2018-07-12,2
1897,0,32,2,C16,2019-07-04,2
1898,0,37,0,C16,2019-08-31,3
1899,0,30,2,C15,2017-11-26,1
1900,0,29,0,C13,2019-11-17,1
1901,0,28,2,C11,2019-11-07,3
1902,1,35,0,C9,2020-07-08,2
1904,0,27,0,C14,2016-03-06,2
1905,0,28,2,C5,2020-04-08,3
1906,0,34,1,C23,2018-02-19,2
1908,1,27,0,C8,2020-08-15,2
1909,1,31,2,C21,2019-03-11,3
1911,1,40,2,C15,2019-02-11,3
1912,1,24,0,C1,2015-07-16,1
1913,0,34,0,C26,2017-08-12,2
1914,0,32,2,C3,2020-05-24,1
1916,1,37,2,C16,2018-05-18,1
1917,0,30,2,C4,2018-06-18,1
1918,1,29,0,C21,2017-08-14,1
1919,0,33,2,C21,2019-09-28,3
1922,0,27,1,C20,2019-10-31,2
1924,1,30,1,C10,2018-12-02,2
1925,0,27,1,C4,2020-12-15,2
1926,0,30,2,C26,2018-01-22,1
1927,0,42,0,C20,2017-11-12,1
1928,0,28,1,C13,2019-11-29,3
1929,0,30,2,C9,2019-12-30,2
1930,0,37,1,C29,2016-11-28,1
1932,1,27,1,C7,2018-05-21,2
1933,1,32,0,C24,2018-10-20,1
1934,0,26,2,C7,2019-08-29,2
1935,0,31,0,C8,2018-09-11,1
1936,0,24,1,C22,2018-04-09,1
1937,0,26,1,C28,2019-06-10,3
1938,0,36,2,C15,2020-01-30,3
1939,1,27,2,C1,2017-11-14,1
1941,1,27,2,C7,2020-07-04,2
1942,1,36,1,C27,2019-09-15,2
1944,1,45,1,C11,2018-12-03,1
1947,1,32,0,C27,2019-06-07,2
1948,0,27,1,C3,2020-09-21,1
1949,1,30,1,C3,2019-10-29,3
1950,1,26,0,C3,2020-10-01,2
1951,0,30,0,C29,2019-05-30,3
1952,0,27,2,C10,2017-08-07,1
1954,0,30,0,C9,2019-07-10,1
1955,0,29,1,C3,2020-11-12,3
1956,0,36,1,C14,2020-07-17,3
1957,1,36,0,C21,2015-06-09,1
1958,1,27,0,C25,2019-11-30,1
1959,0,35,2,C26,2018-06-19,1
1960,1,29,0,C1,2020-10-02,2
1962,0,28,2,C15,2020-07-31,3
1963,0,32,0,C11,2020-07-17,2
1965,0,36,1,C19,2020-09-28,3
1967,0,41,0,C29,2018-06-18,1
1968,0,38,1,C15,2018-07-13,1
1970,0,23,1,C20,2018-12-21,2
1971,0,25,0,C16,2020-12-20,2
1972,1,29,0,C18,2020-01-02,1
1973,0,36,1,C14,2018-11-30,1
1975,1,35,1,C2,2019-06-20,1
1976,1,31,2,C20,2018-07-31,2
1977,1,35,0,C8,2019-09-17,1
1978,0,41,0,C17,2018-09-12,1
1979,0,33,1,C25,2018-12-09,1
1980,0,35,0,C29,2020-05-05,3
1981,1,39,2,C27,2020-08-18,2
1982,1,33,1,C1,2019-05-11,2
1983,1,49,2,C23,2018-02-07,1
1984,0,35,1,C7,2019-07-11,2
1987,0,24,2,C4,2018-10-21,2
1988,0,39,0,C24,2019-06-13,3
1989,0,36,2,C7,2020-01-25,3
1990,0,22,0,C28,2018-04-05,1
1991,0,30,2,C20,2019-06-29,2
1992,1,35,2,C26,2018-12-26,1
1993,0,31,0,C21,2020-11-03,2
1994,0,37,1,C10,2020-10-07,3
1995,0,34,0,C5,2019-06-01,1
1996,0,36,1,C13,2018-05-23,1
1997,0,34,1,C11,2018-05-19,1
1998,0,35,0,C15,2019-07-11,2
1999,1,27,1,C19,2020-10-30,1
2000,0,24,2,C14,2019-08-24,1
2001,1,27,1,C23,2020-07-08,1
2002,0,34,1,C6,2013-06-18,2
2003,1,26,1,C27,2020-09-28,2
2005,0,25,2,C13,2019-11-17,1
2007,1,27,0,C16,2020-06-28,3
2008,1,33,0,C27,2017-12-26,1
2009,1,28,0,C10,2019-07-12,1
2010,0,32,1,C25,2019-12-30,2
2012,0,27,1,C3,2020-09-01,2
2013,1,36,2,C20,2018-05-15,1
2014,1,30,2,C8,2020-07-02,2
2015,1,33,2,C22,2018-03-16,1
2016,1,23,2,C1,2016-04-29,1
2017,0,44,1,C4,2016-12-09,1
2018,0,24,0,C21,2020-02-10,2
2019,1,39,1,C16,2019-10-06,2
2020,0,33,1,C3,2020-01-30,3
2021,0,24,2,C25,2018-05-05,1
2022,0,30,0,C23,2019-02-09,3
2023,1,38,0,C8,2018-06-19,2
2024,0,33,2,C20,2019-07-10,1
2025,0,28,0,C4,2019-11-18,1
2026,1,31,2,C26,2020-11-10,1
2027,1,34,1,C8,2015-08-10,1
2028,1,40,2,C27,2018-12-22,2
2030,1,32,0,C21,2020-05-12,2
2031,0,26,0,C4,2018-05-26,2
2032,0,29,0,C7,2020-10-27,3
2033,0,28,2,C21,2018-07-31,1
2034,1,26,2,C10,2018-05-14,1
2035,0,42,0,C6,2018-05-22,1
2036,1,28,0,C21,2018-11-30,2
2037,0,31,0,C4,2019-04-10,3
2038,1,23,1,C7,2019-01-19,1
2039,1,36,2,C5,2020-12-15,2
2040,0,25,1,C15,2018-03-03,1
2041,0,34,2,C22,2020-12-06,2
2043,0,36,0,C10,2020-09-18,3
2044,0,34,0,C20,2019-11-15,2
2045,0,25,1,C9,2020-09-05,3
2047,0,35,2,C29,2019-09-08,3
2049,1,39,1,C23,2014-10-24,1
2050,0,34,2,C29,2019-10-31,2
2052,0,36,2,C18,2020-04-13,2
2053,1,30,2,C24,2020-05-06,3
2054,0,27,0,C28,2020-07-07,2
2055,0,31,0,C10,2019-02-01,3
2056,0,29,0,C23,2020-05-29,3
2057,1,32,1,C27,2018-10-30,2
2058,1,34,2,C8,2020-09-26,1
2059,1,37,1,C20,2020-08-09,2
2060,0,30,2,C14,2020-12-18,2
2061,1,40,1,C15,2019-06-06,2
2062,0,26,2,C10,2020-03-31,2
2063,0,33,2,C18,2020-04-27,2
2064,0,27,2,C5,2018-01-10,2
2065,1,36,0,C11,2018-04-12,2
2066,1,36,2,C29,2016-02-21,2
2067,1,27,2,C25,2020-06-23,1
2068,0,37,1,C11,2018-12-06,1
2069,1,42,0,C23,2018-12-06,1
2070,0,30,0,C6,2015-01-30,2
2071,1,34,1,C3,2020-06-28,2
2073,0,21,0,C27,2018-12-31,1
2074,0,25,1,C18,2019-08-17,2
2076,1,39,2,C15,2016-08-15,1
2078,1,35,0,C12,2020-05-29,3
2082,0,28,2,C24,2020-05-30,2
2083,1,36,2,C17,2019-06-06,1
2084,1,26,2,C17,2020-12-10,2
2085,1,30,2,C22,2018-07-18,1
2086,0,45,0,C9,2018-09-26,1
2087,0,50,2,C24,2015-08-20,1
2088,1,32,1,C9,2020-12-27,1
2089,0,32,0,C29,2020-07-31,3
2090,0,32,2,C15,2020-07-31,2
2091,0,39,1,C24,2018-11-09,1
2092,0,33,1,C2,2019-06-12,3
2093,0,31,2,C19,2019-08-10,2
2094,0,28,1,C15,2018-12-17,1
2095,0,33,1,C26,2019-10-29,1
2096,0,34,1,C14,2020-03-05,2
2097,0,35,0,C25,2020-07-31,3
2098,0,43,2,C21,2013-02-04,3
2100,0,41,1,C9,2018-08-05,2
2101,0,29,2,C17,2019-09-19,3
2102,0,44,2,C2,2015-07-30,3
2103,0,37,0,C10,2020-12-07,2
2104,1,39,0,C7,2016-04-30,1
2105,0,32,1,C21,2019-01-15,1
2106,1,32,0,C2,2018-10-26,1
2108,1,32,2,C16,2019-11-30,1
2109,0,30,2,C7,2019-08-10,2
2110,0,36,0,C19,2016-01-21,5
2113,1,32,1,C15,2019-09-13,1
2114,1,39,0,C19,2016-06-24,2
2115,0,30,2,C9,2018-10-23,2
2116,1,52,0,C22,2018-08-20,1
2117,0,37,2,C4,2018-08-10,2
2118,0,26,2,C10,2019-06-28,2
2120,1,30,1,C4,2019-07-25,1
2121,1,26,2,C22,2018-11-18,1
2122,0,34,0,C2,2018-10-24,3
2123,1,46,0,C3,2018-11-12,2
2124,0,22,1,C13,2018-08-22,1
2125,1,40,1,C24,2018-02-10,1
2126,1,34,2,C28,2020-02-01,2
2127,1,33,2,C12,2020-06-13,2
2128,0,37,1,C28,2018-08-21,1
2129,1,34,2,C17,2015-07-30,2
2130,0,34,2,C20,2015-05-11,2
2131,0,29,1,C21,2019-08-11,2
2132,1,31,1,C21,2019-08-10,2
2133,0,28,1,C22,2020-05-29,3
2134,0,38,0,C29,2013-10-30,2
2135,1,43,0,C24,2020-08-14,3
2137,1,33,2,C26,2014-11-14,1
2138,0,29,1,C8,2018-07-30,1
2139,0,26,2,C4,2020-04-09,2
2140,0,32,1,C19,2020-11-28,3
2141,0,28,2,C16,2020-06-28,3
2142,1,44,2,C26,2015-10-25,1
2143,0,26,0,C29,2020-01-18,2
2144,1,36,2,C9,2018-02-24,2
2145,0,32,1,C4,2020-01-14,2
2146,0,27,1,C6,2020-06-28,2
2148,1,30,2,C17,2019-07-29,3
2151,0,31,0,C14,2018-05-13,1
2152,1,28,2,C22,2018-09-14,1
2153,1,30,1,C11,2020-10-16,2
2154,0,40,2,C25,2016-03-01,5
2155,0,36,2,C29,2018-10-30,1
2156,1,33,2,C5,2018-12-10,2
2157,1,36,0,C10,2018-05-29,2
2159,1,35,1,C29,2018-03-07,1
2160,1,36,2,C8,2019-06-20,2
2161,0,38,1,C19,2019-06-28,3
2162,0,37,1,C23,2016-06-05,1
2163,0,32,1,C11,2019-09-28,1
2164,0,22,1,C15,2019-11-18,1
2165,1,37,0,C23,2019-08-18,1
2166,0,41,2,C29,2018-09-07,1
2167,0,38,1,C1,2016-04-27,1
2168,0,38,1,C25,2017-11-27,1
2169,1,28,0,C7,2020-06-27,3
2170,0,30,2,C14,2018-10-22,1
2171,0,35,0,C17,2019-02-07,3
2172,0,27,0,C9,2017-10-02,1
2173,0,43,1,C25,2020-10-04,3
2174,0,40,0,C20,2018-05-18,1
2175,0,41,2,C29,2020-07-22,4
2176,0,29,1,C25,2016-06-05,1
2178,1,33,1,C11,2020-06-07,2
2179,1,30,1,C22,2016-04-25,1
2180,0,39,0,C22,2018-08-25,1
2181,1,35,1,C24,2019-11-24,2
2182,1,23,0,C3,2018-07-17,1
2183,1,40,1,C10,2020-06-27,3
2186,1,28,2,C8,2016-08-13,1
2187,0,30,0,C20,2019-06-15,1
2188,1,41,0,C11,2020-09-08,4
2189,1,42,1,C9,2013-10-23,2
2190,0,28,1,C7,2016-04-25,1
2191,0,29,1,C26,2020-10-30,1
2192,0,38,1,C19,2019-07-10,3
2193,0,35,2,C29,2019-12-12,3
2194,1,35,0,C20,2013-09-29,4
2195,0,32,0,C3,2020-07-07,2
2196,0,35,1,C25,2013-06-10,2
2197,1,48,1,C17,2018-12-02,2
2198,1,46,0,C14,2019-09-01,1
2199,0,26,2,C5,2020-02-27,3
2200,0,34,1,C15,2016-06-21,1
2201,1,32,1,C19,2018-10-21,2
2202,0,30,0,C17,2020-09-18,2
2203,0,31,1,C7,2020-08-03,2
2204,1,28,2,C4,2018-01-13,1
2205,1,31,1,C8,2020-04-21,2
2206,0,24,1,C5,2019-08-24,1
2207,0,34,0,C2,2019-06-01,1
2208,0,23,2,C6,2020-05-31,3
2209,1,37,1,C16,2018-05-01,2
2210,0,37,1,C26,2019-03-30,1
2211,0,34,0,C8,2018-01-19,1
2213,1,58,1,C24,2018-04-05,1
2214,0,33,0,C20,2020-11-07,2
2215,0,27,1,C6,2018-05-21,1
2216,0,30,2,C16,2020-01-05,2
2217,1,36,1,C4,2020-05-05,3
2218,1,23,0,C18,2020-05-18,1
2219,0,32,1,C25,2017-12-19,2
2220,0,38,1,C18,2020-01-19,2
2221,0,32,0,C19,2019-01-28,3
2223,0,40,1,C13,2018-10-21,1
2224,1,47,2,C27,2018-08-27,1
2225,1,35,1,C1,2017-11-10,1
2226,0,31,2,C16,2020-02-01,2
2227,1,30,1,C16,2020-04-02,1
2228,1,53,0,C27,2018-07-21,1
2229,0,26,2,C20,2020-04-05,3
2230,0,34,2,C16,2020-06-09,3
2231,1,33,0,C27,2015-02-28,2
2232,1,25,1,C11,2018-06-06,1
2233,0,37,1,C8,2020-12-19,2
2235,1,30,0,C10,2018-08-06,1
2236,1,49,0,C3,2015-09-08,1
2238,0,29,2,C17,2020-08-08,2
2239,1,46,1,C27,2020-11-28,3
2240,0,33,0,C5,2020-10-08,3
2241,0,35,1,C5,2019-11-17,3
2242,0,35,0,C3,2019-05-01,2
2245,1,33,2,C19,2020-06-02,2
2246,1,28,2,C2,2019-10-10,2
2247,1,29,1,C9,2018-04-05,1
2248,1,41,2,C12,2020-01-05,2
2249,1,38,1,C2,2020-05-29,3
2250,0,25,1,C26,2019-01-11,2
2251,0,37,2,C15,2013-10-23,2
2252,1,36,1,C20,2018-06-16,3
2253,0,39,1,C11,2018-08-17,1
2254,1,23,1,C4,2020-07-08,1
2255,0,38,0,C25,2013-06-11,3
2256,0,30,0,C11,2018-07-10,2
2257,1,41,2,C22,2018-02-24,2
2258,1,35,0,C14,2019-11-28,3
2259,0,40,2,C4,2017-10-02,1
2260,0,32,2,C29,2020-10-10,2
2261,1,25,1,C24,2020-12-21,1
2263,0,24,0,C26,2018-07-17,1
2264,1,33,1,C15,2015-05-29,2
2265,1,28,1,C27,2019-08-13,3
2267,1,30,1,C23,2019-02-20,1
2268,0,43,0,C24,2015-01-11,2
2269,0,32,2,C8,2020-04-14,3
2270,1,34,2,C9,2020-08-29,3
2271,0,38,0,C2,2018-07-28,1
2272,1,44,1,C5,2019-02-16,2
2273,0,32,2,C25,2020-05-22,3
2274,1,34,2,C24,2018-11-23,1
2276,0,32,2,C29,2020-07-13,3
2277,1,29,1,C25,2020-08-09,3
2278,1,34,0,C23,2018-07-27,1
2279,1,27,2,C19,2020-07-11,2
2281,0,31,2,C13,2019-06-10,2
2282,1,31,2,C5,2019-06-30,2
2283,0,35,0,C19,2017-10-11,1
2284,0,30,0,C12,2014-08-15,2
2285,1,38,0,C28,2018-08-07,2
2286,1,34,1,C29,2019-07-07,2
2287,1,33,2,C28,2019-08-15,2
2288,0,31,0,C20,2018-12-15,1
2289,1,45,0,C2,2018-12-01,1
2290,1,32,2,C9,2020-11-28,2
2291,1,30,1,C2,2018-02-28,1
2292,0,30,0,C15,2018-06-23,1
2294,1,24,0,C1,2019-09-28,1
2295,0,41,0,C26,2019-08-11,3
2296,0,24,0,C11,2020-01-31,2
2298,0,27,2,C15,2020-08-12,3
2299,1,40,0,C5,2015-11-19,1
2300,1,34,0,C6,2019-07-29,2
2302,0,36,1,C14,2020-08-05,2
2303,0,35,1,C1,2019-09-28,2
2304,0,28,2,C15,2019-12-09,3
2306,1,30,1,C27,2018-06-23,1
2307,1,25,0,C29,2020-06-11,1
2308,0,45,0,C21,2018-08-05,1
2309,1,36,0,C9,2019-05-31,2
2310,0,31,2,C6,2019-01-11,1
2311,0,32,1,C20,2020-01-09,2
2313,1,32,1,C18,2019-05-18,1
2314,0,28,1,C12,2013-10-18,2
2315,1,34,2,C4,2019-10-14,3
2318,1,33,2,C26,2019-12-12,2
2319,0,38,2,C7,2018-05-21,2
2320,0,29,2,C28,2020-12-01,1
2321,0,33,1,C2,2018-12-15,1
2322,1,31,0,C12,2020-07-19,3
2323,1,25,0,C23,2020-05-05,1
2324,0,34,2,C19,2018-08-10,1
2326,1,32,0,C25,2019-11-28,3
2327,1,34,0,C1,2019-10-14,1
2329,1,32,0,C10,2020-10-02,1
2330,1,28,2,C8,2020-07-17,2
2331,1,23,1,C2,2020-09-08,2
2332,1,24,0,C4,2019-11-21,1
2333,0,41,0,C7,2020-11-04,3
2334,1,29,1,C8,2019-11-29,1
2335,0,31,1,C20,2019-06-20,2
2336,0,43,2,C6,2019-06-21,1
2338,0,30,2,C27,2020-12-06,2
2339,0,34,2,C10,2020-05-29,2
2340,0,33,2,C28,2018-03-12,2
2342,1,32,1,C9,2018-06-18,2
2343,1,25,2,C2,2020-09-25,2
2344,0,33,0,C16,2020-06-21,3
2345,0,25,2,C27,2020-09-08,3
2346,0,36,0,C6,2019-10-31,3
2347,0,36,1,C15,2020-04-24,3
2348,1,24,2,C25,2020-11-13,1
2350,0,38,2,C18,2018-11-20,1
2351,0,31,2,C5,2019-10-19,1
2354,0,31,0,C18,2017-12-02,2
2355,1,32,0,C3,2018-09-17,2
2356,0,40,1,C28,2020-06-01,2
2357,1,33,1,C4,2019-08-31,1
2358,0,39,0,C4,2018-05-26,1
2360,1,24,1,C15,2020-12-14,3
2361,1,34,0,C3,2019-09-11,1
2362,1,42,0,C26,2015-08-20,2
2363,1,32,2,C13,2019-10-31,2
2364,0,38,2,C11,2019-01-15,3
2365,1,41,0,C13,2015-07-08,1
2366,1,31,0,C9,2020-06-02,2
2367,1,49,0,C25,2016-04-18,1
2368,0,27,2,C25,2020-01-03,2
2369,0,30,0,C14,2020-06-03,1
2370,0,30,2,C27,2020-07-17,3
2371,1,41,1,C29,2016-01-28,1
2372,0,35,2,C24,2020-05-23,3
2373,1,33,1,C20,2018-04-12,2
2375,0,41,1,C3,2018-05-22,1
2377,1,33,2,C7,2016-04-29,1
2378,1,30,1,C14,2020-04-09,3
2379,0,28,2,C15,2020-04-24,3
2380,1,26,1,C6,2017-11-28,1
2381,0,46,1,C19,2017-12-25,1
2382,1,40,2,C10,2019-11-18,4
2384,1,36,2,C25,2018-08-20,1
2385,1,39,2,C17,2018-07-10,2
2386,0,26,0,C21,2020-04-19,1
2387,0,31,1,C26,2017-06-30,1
2388,1,27,0,C9,2020-07-07,1
